Time,V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21,V22,V23,V24,V25,V26,V27,V28,Amount,Class
32493.0,1.19698910126693,0.248971912367086,0.259829966484073,0.654390206128799,-0.231027756271468,-0.61016283856085,-0.0090890617427131,-0.0431160846618691,0.0923921774133256,-0.318085204437431,0.0823991072075389,0.0936382987738594,-0.218888204079741,-0.172445926783633,1.39370847260234,0.207197701526631,0.297668651874264,-0.694072126128325,-0.556479133561447,-0.123126091904284,-0.259920419898203,-0.754805800018541,0.156744815400298,0.0226654121929168,0.125841448277547,0.124673687599518,-0.0109278372854613,0.0279228552760363,9.99,0
81204.0,1.0830277703651,0.137797516951252,0.0438557724008284,0.996052634042297,0.008982205690944,-0.282154135769363,0.215718667729083,0.0231726152666845,-0.302560570316237,0.145537366700193,1.42628010670988,0.630987424463243,-0.790372569248412,0.840254599763031,0.405555693826738,-0.140768462853119,-0.291782110193703,-0.169033645342916,-0.360362116102787,-0.12161693778273,0.0692839538883862,0.109498906802567,-0.109120763780467,-0.0017813394858981,0.586706805396072,-0.347925494808563,0.0034025192941869,0.0094692404348442,49.0,0
72643.0,-3.98255565414565,-2.17447257928752,-0.701096057646154,-0.874215899387097,-0.37119550666401,-0.933635059792095,0.716280217184038,-3.40686505024075,0.893443747555568,-1.77475581477321,-0.537623828977921,0.830908451603992,-0.0949355456557093,0.381639567841156,0.261960572627508,-0.461871929750118,-0.143980067443471,-0.290258051413216,0.134508729694089,-0.391612687141483,-1.55105248259868,0.673911350012437,-1.31652032431761,0.590963760536426,-0.0740727846143081,-0.858879677920668,0.129305451780962,-0.783663468525716,445.7,0
78673.0,1.22910030900948,0.256209513362006,0.044228980001209,1.05444645505928,0.0014849573287425,-0.384409499110656,0.169668484803946,-0.0477600809485523,-0.0527184313466724,0.12269215883519,0.698613166909249,0.681633839990705,-0.595206944988494,0.516070101389792,-0.599561692320447,-0.104477303632691,-0.444602115972949,0.226771025572387,0.343607410520602,-0.176800027164784,-0.0109822235708722,0.0854002472451834,-0.195689387674078,0.0155766880744293,0.846668017924204,-0.272077764162955,0.0039906903962947,-0.0011896441822312,1.0,0
66527.0,-0.505064378467488,0.720267013191758,1.71352032146534,1.24024710292128,0.420582798416955,0.186400288762391,0.608697755026205,0.040357455716313,-0.393208583734456,0.290988396497887,1.32849175992886,0.775531409402308,-0.408146702475479,0.0474310480290987,-0.449669331433819,-1.16531625588236,0.359864085900592,-0.25885580172606,0.940872711631065,0.258713477097103,-0.0053324628107158,0.42773340480826,-0.13254965595725,0.231909895535609,-0.168580735153903,-0.281313137311619,0.253964777916997,-0.023275397539515,14.32,0
138463.0,-0.232069667911085,0.622614420884688,-0.378574126078801,-0.360615771249704,0.90730945694326,-0.673196065588176,1.54637933179209,-0.256294660184751,-0.744832888479822,-0.419543596016853,0.377970166265376,-0.0032987704080441,-1.14070031609225,1.00092302337129,-0.466665168935497,-1.05418204840997,0.020578778102348,0.305480973345901,1.634686223805,0.116037341178164,0.285727489249017,0.804003847993654,-0.283756173590057,-0.343656362716237,0.228207581766304,0.416068297014476,0.0660310370701743,0.127831072959422,78.49,0
148136.0,2.22191772334213,-0.601324196042117,-1.41109780284296,-0.886329065205373,-0.518084013367533,-1.5747638721729,-0.118377547636682,-0.459543152160407,-0.660455964865746,0.867485000104258,-0.546653089130406,-0.656138860211452,-0.0922145041331765,0.208159977919335,0.259458877539488,0.858533091839572,0.221421841969147,-1.75033146812104,0.663487799873688,-0.0479583767229132,0.0510176447225594,0.0779648353822264,0.214894262931326,0.0389269222289574,-0.0769227798862927,-0.316899055339933,-0.050428058768903,-0.0616804002514808,17.99,0
75749.0,-0.427472516382734,0.930926704274885,1.33954954055857,-0.126378663908847,0.163136133587996,-0.642283760998736,0.661419255034919,-0.0114841097422826,-0.303667711810654,-0.302757663535587,-0.909209736705224,-0.410835944278445,-0.252089666398568,0.189709617856774,0.927920490150055,0.361710154753964,-0.552627134687526,-0.139300706825325,0.202590263121813,0.120328595549544,-0.256036679265886,-0.720709697576058,-0.0501481519738485,-0.145321246538927,-0.134625679152822,0.103144316054847,0.257538951113888,0.116763298166746,10.88,0
107731.0,-2.10023071216574,0.521987892690606,-1.87964392521175,-1.01376342404859,1.98499168684782,-0.79617646382182,0.98895288220446,0.0024436907112934,1.18753230004874,0.0235609381178742,0.91444278447777,-2.23179801750522,1.34994494663509,2.30948120348449,-1.29976612379124,-0.141963955834342,-0.148945141656548,0.628489757614678,0.330451039223379,-0.579876768026457,-0.117186559179135,0.746385580106557,0.514601204318454,-0.228205241236799,0.0018705439784356,0.0160888157062081,-0.41367484373012,-0.0787743438171687,8.78,0
59.0,0.921024018835922,-0.16244686110781,-0.0943313673869069,0.474083926327042,-0.0214859605972665,-0.397506306685279,0.482642978539503,-0.117495974844976,-0.577836031422653,-0.0186071371400667,1.83757918303173,1.45067106438787,0.679743972842061,0.593718449923865,0.249734697673045,-0.0843672205235,-0.25970727981991,-0.894995460456715,-0.0103739416854655,0.214510447897743,-0.209381106373359,-0.930107296377023,0.0285099107931845,0.0326820091099104,0.155130495109473,0.133250470013276,-0.0735342308160852,0.0223491449446096,149.9,0
